SampleID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_4390	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4390
ASV_4391	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4391
ASV_4392	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4392
ASV_4393	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4393
ASV_4394	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4394
ASV_4395	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4395
ASV_4396	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4396
ASV_4397	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4397
ASV_4398	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4398
ASV_4399	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4399
ASV_4400	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4400
ASV_4401	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4401
ASV_4402	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4402
ASV_4403	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4403
ASV_4404	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4404
ASV_4405	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4405
ASV_4406	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4406
ASV_4407	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4407
ASV_4408	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4408
ASV_4409	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4409
ASV_4410	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4410
ASV_4411	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4411
ASV_4412	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4412
ASV_4413	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4413
ASV_4414	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4414
ASV_4415	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4415
ASV_4416	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4416
ASV_4417	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4417
ASV_4418	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4418
ASV_4419	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4419
ASV_4420	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4420
ASV_4421	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4421
ASV_4422	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4422
ASV_4423	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4423
ASV_4424	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4424
ASV_4425	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4425
ASV_4426	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4426
ASV_4427	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4427
ASV_4428	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4428
ASV_4429	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4429
ASV_4430	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4430
ASV_4431	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4431
ASV_4432	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4432
ASV_4433	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4433
ASV_4434	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4434
ASV_4435	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4435
ASV_4436	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4436
ASV_4437	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4437
ASV_4438	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4438
ASV_4439	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4439
ASV_4440	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4440
ASV_4441	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4441
ASV_4442	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4442
ASV_4443	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4443
ASV_4444	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4444
ASV_4445	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4445
ASV_4446	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4446
ASV_4447	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4447
ASV_4448	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4448
ASV_4449	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4449
ASV_4450	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4450
ASV_4451	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4451
ASV_4452	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4452
ASV_4453	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4453
ASV_4454	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4454
ASV_4455	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4455
ASV_4456	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4456
ASV_4457	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4457
ASV_4458	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4458
ASV_4459	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4459
ASV_4460	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4460
ASV_4461	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4461
ASV_4462	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4462
ASV_4463	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4463
ASV_4464	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4464
ASV_4465	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4465
ASV_4466	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4466
ASV_4467	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4467
ASV_4468	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4468
ASV_4469	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4469
ASV_4470	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4470
ASV_4471	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4471
ASV_4472	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4472
ASV_4473	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4473
ASV_4474	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4474
ASV_4475	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4475
ASV_4476	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4476
ASV_4477	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4477
ASV_4478	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4478
ASV_4479	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4479
ASV_4480	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4480
ASV_4481	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4481
ASV_4482	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4482
ASV_4483	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4483
ASV_4484	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4484
ASV_4485	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4485
ASV_4486	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4486
ASV_4487	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4487
ASV_4488	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4488
ASV_4489	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4489
ASV_4490	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4490
ASV_4491	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4491
ASV_4492	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4492
ASV_4493	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4493
ASV_4494	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4494
ASV_4495	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4495
ASV_4496	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4496
ASV_4497	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4497
ASV_4498	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4498
ASV_4499	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4499
ASV_4500	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4500
ASV_4501	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4501
ASV_4502	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4502
ASV_4503	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4503
ASV_4504	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4504
ASV_4505	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4505
ASV_4506	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4506
ASV_4507	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4507
ASV_4508	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4508
ASV_4509	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4509
ASV_4510	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4510
ASV_4511	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4511
ASV_4512	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4512
ASV_4513	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4513
ASV_4514	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4514
ASV_4515	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4515
ASV_4516	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4516
ASV_4517	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4517
ASV_4518	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4518
ASV_4519	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4519
ASV_4520	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4520
ASV_4521	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4521
ASV_4522	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4522
ASV_4523	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4523
ASV_4524	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4524
ASV_4525	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4525
ASV_4526	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4526
ASV_4527	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4527
ASV_4528	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4528
ASV_4529	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4529
ASV_4530	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4530
ASV_4531	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4531
ASV_4532	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4532
ASV_4533	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4533
ASV_4534	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4534
ASV_4535	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4535
ASV_4536	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4536
ASV_4537	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4537
ASV_4538	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4538
ASV_4539	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4539
ASV_4540	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4540
ASV_4541	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4541
ASV_4542	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4542
ASV_4543	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4543
ASV_4544	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4544
ASV_4545	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4545
ASV_4546	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4546
ASV_4547	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4547
ASV_4548	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4548
ASV_4549	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4549
ASV_4550	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4550
ASV_4551	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4551
ASV_4552	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4552
ASV_4553	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4553
ASV_4554	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4554
ASV_4555	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4555
ASV_4556	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4556
ASV_4557	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4557
ASV_4558	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4558
ASV_4559	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4559
ASV_4560	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4560
ASV_4561	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4561
ASV_4562	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4562
ASV_4563	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4563
ASV_4564	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4564
ASV_4565	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4565
ASV_4566	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4566
ASV_4567	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4567
ASV_4568	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4568
ASV_4569	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4569
ASV_4570	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4570
ASV_4571	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4571
ASV_4572	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4572
ASV_4573	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4573
ASV_4574	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4574
ASV_4575	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4575
ASV_4576	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4576
ASV_4577	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4577
ASV_4578	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4578
ASV_4579	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4579
ASV_4580	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4580
ASV_4581	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4581
ASV_4582	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4582
ASV_4583	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4583
ASV_4584	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4584
ASV_4585	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4585
ASV_4586	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4586
ASV_4587	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4587
ASV_4588	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4588
ASV_4589	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4589
ASV_4590	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4590
ASV_4591	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4591
ASV_4592	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4592
ASV_4593	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4593
ASV_4594	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4594
ASV_4595	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4595
ASV_4596	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4596
ASV_4597	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4597
ASV_4598	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4598
ASV_4599	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4599
ASV_4600	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4600
ASV_4601	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4601
ASV_4602	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4602
ASV_4603	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4603
ASV_4604	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4604
ASV_4605	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4605
ASV_4606	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4606
ASV_4607	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4607
ASV_4608	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4608
ASV_4609	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4609
ASV_4610	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4610
ASV_4611	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4611
ASV_4612	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4612
ASV_4613	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4613
ASV_4614	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4614
ASV_4615	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4615
ASV_4616	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4616
ASV_4617	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4617
ASV_4618	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4618
ASV_4619	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4619
ASV_4620	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4620
ASV_4621	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4621
ASV_4622	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4622
ASV_4623	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4623
ASV_4624	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4624
ASV_4625	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4625
ASV_4626	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4626
ASV_4627	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4627
ASV_4628	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4628
ASV_4629	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4629
ASV_4630	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4630
ASV_4631	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4631
ASV_4632	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4632
ASV_4633	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4633
ASV_4634	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4634
ASV_4635	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4635
ASV_4636	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4636
ASV_4637	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4637
ASV_4638	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4638
ASV_4639	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4639
ASV_4640	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4640
ASV_4641	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4641
ASV_4642	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_4642
