"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0212_15_08_2006_1a","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_354",0,7,7,0,0,7,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,9,0,0,0,0,3,0,14,0,3,0,0,0,0,0,0,0,0,7,0,15,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,4,2,6,0,21,7,9,3,3,0,0,0,0,0,0,2,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,29,49,58,38,86,61,106,73,70,8,21,13,13,0,9,22,6,0,0,0,0,0,0,0,0,5
"ASV_574",5,39,36,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,17,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,4,7,14,15,19,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,23,31,0,0,0,0,0,0,0,0,0,37,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV_356",0,0,0,0,0,0,0,17,19,0,14,13,8,35,24,141,68,0,23,61,72,7,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,24,0,262,83,96,11,28,18,23,19,11,18,0,0,15,19,0,0,0,0,0,7,0,0,0,0,59,30,0,41,22,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,48,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,55,114,153,28,78,0,9,0,0,0,34,0,36,14,273,270,56,31,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,45,0,18,19,0,0,65,67,30,19,0,0,0,0,0,0,0,0,0,14,18,11
"ASV_4",22,65,58,35,20,41,45,23786,28123,681,1214,4918,3916,5338,5978,8387,9236,1076,176,998,1215,26,104,24,106,87,115,143,187,46,81,217,281,265,11,16,44,23,24,84,1420,2546,1328,5112,2641,6750,2786,2271,3290,1625,1550,1090,2641,89,15,75,19,78,43,89,95,243,149,24806,12441,1793,19539,7615,8051,3286,6846,641,1468,694,525,559,351,11,13,276,286,398,3067,3919,9280,1115,652,535,264,340,77,40,0,0,6,0,54,56,78,41,411,382,2921,5286,256,1312,101,306,74,33,58,5547,841,1838,1195,1305,783,138,107,30,0,19,16,641,283,127,102,279,57,31,0,7,13,0,18,11,38,126,14023,6632,8425,8257,6904,1964,6801,6767,5113,2230,909,1377,684,886,1226,978,3170,1643,654,2612,362,372
"ASV_545",0,0,0,0,0,0,0,12,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,27,108,204,9,25,0,10,0,0,0,0,0,0,8,51,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASV_643",0,0,0,0,0,0,0,100,95,0,0,14,9,8,8,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,5,5,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,27,6,76,14,10,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,71,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,193,63,78,108,78,35,47,72,70,19,8,8,0,9,10,0,24,9,0,12,9,9
"ASV_331",0,0,9,0,0,0,10,0,38,80,0,0,0,92,130,225,332,147,0,122,156,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,76,38,0,0,0,0,0,0,10,0,0,0,0,0,0,11,21,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"ASV_154",0,0,0,0,0,0,0,116,131,79,0,119,89,288,303,706,712,107,161,1167,1343,70,141,65,159,0,0,98,85,0,0,99,133,94,0,7,0,19,40,158,116,134,20,107,37,100,71,69,37,24,34,11,14,0,0,0,0,0,0,0,0,0,0,225,131,43,217,61,80,34,53,0,13,14,0,16,0,0,0,0,0,0,0,83,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_216",0,0,0,0,0,0,0,30,0,0,0,0,33,481,401,802,649,41,0,166,223,55,286,87,146,33,73,0,38,0,44,39,63,34,0,0,0,0,0,108,92,87,0,0,0,42,122,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,34,6,0
"ASV_427",0,0,0,0,0,0,0,15,30,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,81,93,10,55,0,0,0,0,0,23,0,28,0,99,92,29,28,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,10,24,18,0,7,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,29,0,0,0,76,89,1697,184,617,1272,5501,7951,65,31,241,205,96,68,43,53,21,0,17,13,0,16,0,0,0,0,0,0,29,61,49,0,47,35,19,128,133,855,785,17,174,143,563,308,3154,2040,6604,4594,12769,10939,293,45,87,48,41,24,26,51,177,87,117,0,0,36,25,35,0,41,0,0,19,105,84,29,0,0,0,98,35,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,141,100,145,10,37,19,46,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,0,34,29,0,88,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,19,0,0,0,15,0,0,0,8,0,0,8,0,11,168,167,5909,561,1358,2170,10664,17291,187,51,333,414,92,64,57,113,0,13,0,25,0,0,0,16,0,0,0,33,34,203,130,59,66,36,60,167,155,1422,1602,84,124,95,404,189,1984,1590,4252,2834,6587,5771,149,0,32,27,16,0,31,36,130,109,50,13,0,25,18,39,24,27,10,12,12,41,79,42,19,45,22,71,34,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_498",0,0,0,0,0,0,0,0,5,0,4,5,0,24,15,18,24,0,0,0,7,0,0,0,3,0,0,0,0,0,3,8,0,9,0,0,0,0,0,0,11,10,0,7,6,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,3,6,2,0,0,3,9,0,0,0,0,3,7,0,13,21,10,2,14,13,4,6,0,0,0,2,19,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,5,7,0,0,0,0,5,6,0,0,0,0,7,19,8,0,24,0,8,9,2,5,0,6,0,0,0,14,0,0,4,178
"ASV_247",0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,17,23,9,0,0,15,31,47,11,12,0,0,0,0,0,0,0,0,0,193,98,116,73,234,326,141,169,0,26,25,48,0,0,23,23,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,88,44,353,236,177,87,12,0,38,42,0,21,0,29,88,20,25,0,19,0,0,10,0,0,0,31,29,51,63,107,25,21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_321",0,30,20,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,37,62,0,0,0,0,0,5,0,0,0,0,0,0,7,0,7,11,27,17,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,55,49,17,27,0,0,0,0,0,0,0,16,18,94,54,108,88,77,28,36,35,75,44,58,0,0,12,0,0,32,23,13,16,11,6,5,0,15,7,0,0
"ASV_325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,41,205,180,23,10,0,14,11,0,17,0,0,0,0,0,0,0,20,35,45,0,0,0,0,0,0,0,0,0,0,137,32,64,0,0,0,0,0,0,0,0,176,214,83,100,13,0,0,0,0,0,0,0,0,0,17,44,29,19,17,16,12,36,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV_73",9,55,39,13,5,25,21,19,26,0,0,17,14,24,0,32,21,0,0,11,12,22,21,0,24,0,0,0,0,0,0,0,0,0,51,49,40,18,27,36,17,13,0,0,0,0,14,6,0,8,0,0,0,6,0,56,6,39,35,51,35,59,67,25,11,12,33,6,4,0,0,0,0,0,0,0,0,34,39,203,175,43,27,57,87,64,22,109,207,67,90,43,39,14,304,214,1691,2081,988,386,219,349,324,301,67,333,152,315,1785,343,706,250,87,280,115,208,240,80,45,444,469,342,587,242,123,59,46,182,78,67,27,0,104,94,652,497,594,355,538,597,1013,817,698,70,148,131,186,85,29,17,23,21,18,16,0,0,20,0,9,16
"ASV_284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,17,39,0,0,15,9,8,22,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,53,98,23,10,34,52,32,50,71,25,13,12,30,12,11,13,0,0,0,15,20,81,18,106,97,188,126,79,30,72,38,41,30,0,6,0,33,0,0,0,0,0,0,0,0
"ASV_102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,22,0,104,35,182,349,384,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,133,89,236,140,1030,738,1715,1225,30,0,0,0,9,0,0,765,1190,3502,2707,48,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,596,131,0,34,27,64,68,58,0,0,80,0,0,0
"ASV_54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,27,34,27,19,0,0,0,17,62,34,26,212,92,430,772,784,438,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,10,41,231,143,376,231,1673,1236,3093,2374,0,20,16,15,0,16,61,1981,2744,8553,6802,61,27,0,0,17,14,15,0,24,14,38,24,16,15,37,46,3309,639,150,147,154,416,470,307,134,87,476,42,0,0
"ASV_118",0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,53,91,15,0,63,97,61,55,17,86,0,0,37,51,0,0,67,94,81,90,86,110,296,644,2198,957,933,25,234,209,324,0,0,403,353,318,101,271,66,26,38,13,122,113,69,105,186,136,300,135,158,350,82,52,47,62,14,28,9,11,40,30,0,19,152,139,43,45,96,76,28,35,23,20,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,42,52,33,42,17,21,113,109,0,0,43,33,57,65,364,122,99,58,123,50,38,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_189",17,187,191,68,69,44,49,68,120,12,14,40,29,62,89,131,150,0,0,67,106,38,84,0,26,0,0,0,0,0,0,0,0,15,58,57,79,0,106,185,142,124,11,46,47,52,27,9,85,68,62,21,56,0,24,63,18,54,40,0,0,47,38,50,0,0,46,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,19,17,0,0,14,0,20,16,167,131,0,0,24,37,23,32,101,55,30,0,36,0,14,0,8,0,0,50,31,60,35,102,131,107,123,86,58,59,76,74,26,0,0,0,0,0,0,0,0,10,0,0,82
"ASV_204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,74,112,78,180,467,228,236,0,42,0,39,0,0,32,35,0,0,36,0,0,0,0,114,142,67,32,71,48,0,0,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,864,709,186,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,139,0,309,156,142
"ASV_267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,56,0,32,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,743,185,112,62,15,21,50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,21,59,72,0,182,75,122
"ASV_22",0,32,35,0,0,0,0,103,154,96,0,85,89,376,355,705,869,134,37,377,537,355,541,92,253,0,0,82,90,36,24,152,164,158,224,276,357,617,1558,4338,2212,2202,64,568,355,717,78,77,594,680,629,233,464,149,67,101,35,161,126,95,148,177,115,325,151,264,335,96,66,19,50,0,16,0,0,22,0,21,15,86,139,57,44,155,111,48,56,32,25,48,0,0,0,0,0,0,119,59,53,46,22,0,40,45,0,0,24,37,41,77,130,222,278,107,131,475,359,125,62,122,91,219,498,3031,1017,696,444,1082,357,393,78,23,753,682,1744,1473,2439,1880,2795,3198,4359,3674,3743,898,2176,1945,2484,1016,69,72,50,53,54,48,0,0,61,0,0,55
"ASV_106",13,95,83,38,50,87,98,371,499,124,36,217,180,748,840,1376,1951,245,63,541,760,500,714,107,315,0,53,0,50,0,0,60,63,76,150,99,174,162,288,866,386,430,0,134,0,163,227,137,121,90,111,0,98,0,0,0,0,0,0,0,0,47,0,0,0,63,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,275,50,346,81,0,100,29,45,0,0,0
"ASV_169",16,109,124,63,46,77,103,279,557,53,0,133,167,473,511,810,1064,83,53,207,371,267,462,47,127,21,0,32,0,0,0,0,0,0,48,0,45,34,57,185,84,88,0,43,0,0,121,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_134",0,72,86,0,34,59,67,227,305,27,29,102,119,325,325,492,619,42,0,136,162,468,678,59,230,0,19,0,33,0,0,48,40,33,459,216,279,177,538,1211,467,456,0,102,54,172,85,55,82,68,83,16,43,0,0,0,0,0,0,0,0,17,23,25,0,72,26,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,149,53,49,48,0,0,14,12,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,11,0,0,22,24,13,0,0,0,0,0,0,0,0,0,0,6,58
"ASV_40",0,119,131,39,72,84,110,433,596,205,38,262,236,1008,982,1704,2318,258,86,841,1275,1578,1993,230,857,46,58,120,177,23,47,303,285,344,375,571,774,1137,2569,7162,3342,3488,81,962,545,1222,241,202,846,808,703,211,617,181,74,145,33,182,126,137,144,308,226,414,142,507,718,137,80,37,82,0,35,19,24,21,32,13,15,81,71,50,28,130,82,28,50,23,12,0,0,0,0,0,19,0,61,52,38,39,0,0,27,45,0,44,0,31,22,39,103,134,160,69,47,179,140,34,28,59,59,99,151,640,293,116,101,216,87,110,0,0,90,69,183,160,268,246,412,398,549,452,454,113,310,287,406,162,0,0,0,0,0,0,0,0,0,0,0,14
"ASV_367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,60,71,0,100,54,0,49,0,0,10,0,0,0,0,18,0,0,0,0,0,50,28,80,58,0,43,42,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,35,40,0,37,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,66,41,47,30,0,0,0,0,0,0,0,0,40,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,33,60,59,76,32,0,0,0,14,13,0,0,0,0,0,0,0,13,0,0,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,40,42,46,39,27,0,22,26,39,37,34,0,0,0,23,22,0,0,0,0,0,0,0,0,0,0,0,42
"ASV_391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,23,0,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,108,63,122,15,9,0,0,0,0,0,20,9,38,36,53,19,37,0,17,32,17,22,40,16,0,12,32,18,0,0,0,0,0,0,0,0,0,0,0,75
